stream,next_stream,drainage_area_km2,length_km,area_sqkm,centroid_lon,centroid_lat,hu,i2,i3,sw,ss,n,slope,res_ss,res_gw,melt,t_thres
420558772,420558773,0.112,0.33,0.112,-74.79066176,40.31169117647059,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420557886,420558773,0.086,0.21,0.086,-74.78842949,40.31451923076923,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420553620,420553417,0.761,1.358,0.761,-74.79696121,40.32966235632185,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420553824,420553417,0.053,0.117,0.053,-74.78989583,40.33020833333335,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420553417,420551946,0.8410000000000001,0.234,0.027,-74.790625,40.33312499999998,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420552578,420551946,0.23,0.517,0.23,-74.79313095,40.33510714285714,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551525,420551526,5.19,1.058,0.413,-74.79431878,40.339212962962975,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551526,420551143,5.585999999999999,0.071,0.014,-74.78833333,40.34125,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550514,420551526,0.382,0.375,0.158,-74.79049242,40.34367424242424,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550311,420551143,0.151,0.419,0.151,-74.78653986,40.34440217391305,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550722,420550514,0.112,0.375,0.112,-74.79404412,40.34257352941179,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550310,420550514,0.112,0.304,0.112,-74.79502778,40.34547222222222,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549336,420549337,1.248,0.562,0.217,-74.79084596,40.34789141,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549516,420549336,0.952,0.492,0.132,-74.79583333,40.34845833333332,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549714,420549337,0.092,0.21,0.092,-74.78625,40.34738095238095,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420548919,420549336,0.079,0.234,0.079,-74.794375,40.35076389,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549337,420548920,1.373,0.117,0.033,-74.78841667,40.34975,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420548480,420548920,0.151,0.071,0.151,-74.79081349,40.352202380952384,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420548055,420547230,0.151,0.397,0.151,-74.79527174,40.353822463768125,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420547868,420547228,0.151,0.21,0.151,-74.80005435,40.35585144927538,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420547230,420548056,3.084,0.213,0.099,-74.79219444,40.35641666666667,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420547231,420548056,0.053,0.117,0.053,-74.78947917,40.358020833333335,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420547229,420547230,2.834,0.234,0.079,-74.79388889,40.35805555555557,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420547228,420547229,2.663,0.188,0.053,-74.79680556,40.3575,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546417,420547229,0.092,0.21,0.092,-74.79452381,40.36053571428573,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420556818,420556611,3.131,0.35,0.112,-74.77968137,40.318553921568615,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420556819,420556417,0.099,0.117,0.099,-74.77536111,40.318916666666674,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420556611,420556417,3.735,0.117,0.033,-74.77775,40.31991666666667,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420555999,420556611,0.571,1.291,0.571,-74.78693627,40.321661764705865,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420556417,420554485,3.867,0.117,0.033,-74.77725,40.32091666666668,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420555544,420554485,0.118,0.188,0.118,-74.77875,40.32421296296296,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420554485,420553623,4.47,1.259,0.485,-74.7728491,40.32496622,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420555118,420554043,0.197,0.63,0.197,-74.78372222,40.32480555555555,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420554484,420554043,0.243,0.471,0.243,-74.78602477,40.32751126126125,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420554043,420553621,0.6759999999999999,0.654,0.236,-74.77946759,40.32861111111111,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420554262,420553825,0.138,0.234,0.138,-74.77509921,40.32851190476191,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420553622,420553623,64.38199999999999,0.259,0.079,-74.77152778,40.33111111,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420553222,420553008,0.217,0.701,0.217,-74.78614899,40.33114899,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420553825,420553622,64.099,0.071,0.014,-74.77333333,40.33166666666666,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420553621,420553825,63.947,0.329,0.079,-74.77534722,40.33152777777777,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420552360,420553622,0.204,0.35,0.204,-74.7709543,40.33498655913978,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420553010,420553621,0.066,0.234,0.066,-74.77558333,40.33416666666666,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420553009,420553621,63.126000000000005,0.492,0.191,-74.77897989,40.33337644,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420553418,420553009,0.066,0.21,0.066,-74.78225,40.33183333333334,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420554683,420553619,0.112,0.21,0.112,-74.81419118,40.32732843137256,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420554042,420553619,0.066,0.234,0.066,-74.815,40.330333333333336,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420553619,420552358,0.349,0.446,0.171,-74.81163462,40.33067307692308,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420554261,420552358,0.125,0.21,0.125,-74.8089693,40.32844298245614,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420552358,420551525,1.208,1.308,0.734,-74.80396577,40.33377976190477,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420552808,420551945,0.328,0.63,0.328,-74.8143,40.33511666666666,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551944,420551945,0.086,0.142,0.086,-74.81259615,40.33791666666667,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551945,420551523,0.637,0.679,0.223,-74.80816176,40.33786764705883,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551524,420551525,3.569,0.188,0.04,-74.80097222,40.339166666666685,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551523,420551524,3.293,0.492,0.125,-74.80344298,40.33953947368423,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550098,420551524,0.236,0.443,0.236,-74.79888889,40.34351851851851,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551341,420551522,0.8399999999999999,0.75,0.21,-74.81489583,40.34109375,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551342,420551523,2.531,0.117,0.027,-74.80291667,40.34166666666666,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550512,420551341,0.348,0.75,0.348,-74.82227201,40.34216194968554,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550917,420551342,1.7139999999999995,0.633,0.164,-74.80771667,40.34185,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551522,420550917,1.36,0.117,0.04,-74.81097222,40.34013888888889,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551142,420551342,0.79,0.21,0.027,-74.80375,40.34270833333333,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549906,420551341,0.282,0.793,0.282,-74.81942829,40.34516472868217,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549907,420551522,0.48,0.792,0.204,-74.81375,40.34522849462365,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549133,420550917,0.19,0.628,0.19,-74.81159483,40.34708333333335,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550513,420551142,0.086,0.259,0.086,-74.80144231,40.34407051282051,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550309,420551142,0.375,0.302,0.059,-74.80402778,40.3449537,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549134,420551142,0.302,0.746,0.302,-74.80869565,40.34782608695652,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549713,420550309,0.086,0.234,0.086,-74.80195513,40.34714743589743,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420548918,420550309,0.23,0.537,0.23,-74.80539286,40.349083333333326,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549515,420549907,0.033,0.093,0.033,-74.81525,40.34875,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420548710,420549907,0.243,0.397,0.243,-74.81739865,40.34989864864865,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545156,420543770,0.44,0.093,0.014,-74.83166667,40.36666666666667,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545378,420545156,0.118,0.326,0.118,-74.83032407,40.36430555555556,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544734,420543770,0.171,0.259,0.171,-74.82836538,40.36615384615383,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543771,420543345,0.217,0.886,0.217,-74.82811869,40.36991161616163,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420553008,420553009,1.682,0.142,0.033,-74.78208333,40.33441666666667,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420552359,420553009,61.187000000000005,0.302,0.066,-74.78008333,40.336666666666666,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551144,420551948,0.354,1.262,0.354,-74.77182099,40.33864197530863,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551947,420552359,0.033,0.093,0.033,-74.78091667,40.33925000000001,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551948,420552359,61.08800000000001,0.234,0.073,-74.77806818,40.33814393939394,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549909,420552145,0.263,0.765,0.263,-74.76220833,40.34387500000001,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551727,420551948,60.66100000000001,0.186,0.033,-74.77847222,40.34041666666667,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551527,420551727,0.073,0.35,0.073,-74.77496212,40.339962121212125,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551726,420550918,0.112,0.234,0.112,-74.78340686,40.33845588235295,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551143,420550918,5.874999999999999,0.517,0.138,-74.78537698,40.34105158730159,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550918,420551727,6.124999999999999,0.4,0.138,-74.78125,40.34188492063492,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550919,420551727,54.43000000000001,0.302,0.086,-74.77708333,40.34240384615386,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550516,420550920,0.243,0.795,0.243,-74.77147523,40.34264639639638,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550920,420550919,0.757,0.117,0.007,-74.77625,40.34375,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550312,420550919,53.58700000000001,0.326,0.112,-74.77811275,40.345318627450986,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549908,420550920,0.507,0.421,0.132,-74.77354167,40.34558333333334,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550515,420550312,0.105,0.188,0.105,-74.78166667,40.344479166666666,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420550313,420549908,0.099,0.259,0.099,-74.76958333,40.34547222222221,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549715,420550312,53.37000000000001,0.186,0.04,-74.77861111,40.34736111,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549339,420549908,0.276,0.562,0.276,-74.76835317,40.34839285714285,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549338,420549715,53.02200000000001,0.35,0.164,-74.78155,40.34811666666664,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420548921,420549715,0.308,0.866,0.308,-74.77337766,40.35000886524824,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420549135,420549338,0.073,0.259,0.073,-74.77890152,40.35049242424242,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420548481,420549338,52.78500000000001,0.443,0.132,-74.78320833,40.35162499999999,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420548920,420548481,1.649,0.421,0.125,-74.78585526,40.35063596491228,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420551946,420553008,1.432,0.75,0.361,-74.78703788,40.33605303030304,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420547227,420549516,0.741,1.613,0.741,-74.80462758,40.35349188790562,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420548479,420549516,0.079,0.117,0.079,-74.79833333,40.352222222222224,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420547226,420546622,0.348,0.768,0.348,-74.81263365,40.35541666666665,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546623,420547228,2.459,0.443,0.184,-74.79910714,40.35919642857144,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420547026,420546416,0.132,0.326,0.132,-74.81666667,40.35741666666667,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546416,420546622,0.73,0.492,0.125,-74.81304825,40.35967105263158,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546822,420546415,0.105,0.234,0.105,-74.81916667,40.35953124999999,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546622,420545158,1.177,0.234,0.099,-74.80936111,40.35958333333334,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546415,420546416,0.473,0.188,0.059,-74.81578704,40.36078703703703,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546218,420546623,2.137,0.21,0.046,-74.79910714,40.36208333333333,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545817,420546623,0.138,0.35,0.138,-74.79660714,40.36311507936508,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545158,420545987,1.6829999999999998,0.517,0.348,-74.80782233,40.36285377358492,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545815,420546415,0.145,0.375,0.145,-74.81950758,40.36257575757577,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545157,420545158,0.158,0.375,0.158,-74.81288194,40.36434027777776,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545379,420546415,0.164,0.302,0.164,-74.81648333,40.364316666666646,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545987,420546218,2.045,0.4,0.132,-74.802625,40.36204166666665,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545816,420546218,0.046,0.234,0.046,-74.80077381,40.3639881,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544735,420545987,0.23,0.468,0.23,-74.80622619,40.36632142857143,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420548263,420548481,51.00400000000001,0.093,0.014,-74.78375,40.35416666666666,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420548482,420548058,0.151,0.375,0.151,-74.77875,40.352699275362326,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420548057,420548263,49.74200000000001,0.117,0.033,-74.78508333,40.35441666666667,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420548058,420548263,1.248,0.117,0.02,-74.78263889,40.35486111111111,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420548056,420548057,3.314,0.77,0.177,-74.78891667,40.354850000000006,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420548059,420547027,0.315,0.846,0.315,-74.77354167,40.35423611111111,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420547027,420548058,1.077,0.35,0.171,-74.78105769,40.35740384615384,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546824,420548057,46.39500000000001,0.628,0.184,-74.78505952,40.35764880952381,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420547233,420547232,0.177,0.471,0.177,-74.77162037,40.35665123456791,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420547232,420547027,0.591,0.354,0.099,-74.77752778,40.35713888888888,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545820,420547232,0.315,0.652,0.315,-74.77706597,40.36138888888888,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546823,420546824,0.375,0.117,0.014,-74.785,40.36,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545819,420546824,45.83600000000001,0.511,0.171,-74.78266026,40.36214743589744,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420546219,420546823,0.249,0.542,0.249,-74.78947368,40.360877192982464,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545818,420546823,0.112,0.234,0.112,-74.78723039,40.36296568627451,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544963,420546418,0.138,0.467,0.138,-74.76295635,40.36462301587301,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545821,420545988,0.23,0.679,0.23,-74.7719881,40.36305952380953,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545380,420545819,44.69900000000001,0.234,0.059,-74.78513889,40.36513889,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544738,420545819,0.966,0.795,0.302,-74.77987319,40.366539855072446,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544364,420545604,0.295,0.633,0.295,-74.77034259,40.366972222222216,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543975,420545380,0.217,0.722,0.217,-74.7842803,40.36912879,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544962,420544738,0.086,0.117,0.086,-74.77496795,40.36637820512821,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544166,420544738,0.5780000000000001,0.35,0.145,-74.77575758,40.369772727272725,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543772,420544536,43.25300000000001,0.511,0.21,-74.78794271,40.371770833333336,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543557,420544166,0.125,0.071,0.125,-74.78006579,40.37125000000001,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420542546,420544167,0.348,0.793,0.348,-74.7715173,40.37386006289308,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420542132,420544166,0.308,0.628,0.308,-74.77557624,40.37511524822696,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420541930,420543772,0.682,1.453,0.682,-74.78189103,40.37650641025642,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544732,420544361,0.551,1.167,0.551,-74.84174603,40.364494047619054,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545377,420545156,0.308,0.583,0.308,-74.83437057,40.36311170212767,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544731,420544165,0.053,0.259,0.053,-74.84708333,40.36781249999999,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544362,420543970,0.125,0.466,0.125,-74.83550439,40.36839912280701,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543770,420543147,0.775,0.72,0.164,-74.83262681,40.369945652173925,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544733,420544361,0.04,0.117,0.04,-74.83791667,40.367777777777775,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543768,420544165,0.335,0.679,0.335,-74.84909314,40.370661764705886,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544165,420543968,0.585,0.654,0.197,-74.84311111,40.36944444444447,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544361,420543969,0.6370000000000001,0.233,0.046,-74.8385119,40.36934523809523,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543968,420543969,0.939,0.142,0.033,-74.83958333,40.37125,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543969,420543970,1.5900000000000003,0.071,0.014,-74.83833333,40.37166666666667,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543970,420543769,1.7420000000000002,0.117,0.027,-74.8375,40.37104166666668,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420542738,420543968,0.321,0.466,0.321,-74.8432568,40.374311224489794,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543769,420543344,1.8740000000000003,0.188,0.046,-74.83589286,40.37184523809525,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420542933,420543769,0.086,0.117,0.086,-74.8388141,40.37439102564101,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543767,420543342,2.154,0.725,0.276,-74.86674603,40.37019841269842,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543555,420542931,0.099,0.302,0.099,-74.86019444,40.37175,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543146,420543342,0.105,0.259,0.105,-74.86598958,40.37432291666667,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543342,420542931,2.371,0.446,0.112,-74.86257353,40.37340686274511,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543343,420542931,0.099,0.233,0.099,-74.85708333,40.37319444444446,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420541924,420542541,0.676,0.492,0.131,-74.86216667,40.37825,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420541923,420541924,0.427,0.608,0.269,-74.86742886,40.37753048780488,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420541318,420541924,0.118,0.535,0.118,-74.865,40.38092592592593,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420542126,420541725,3.725,0.21,0.033,-74.85775,40.37841666666665,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420541529,420541923,0.099,0.142,0.099,-74.87041667,40.38041666666666,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420541724,420541725,0.046,0.117,0.046,-74.85994048,40.38017857142857,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420541317,420541923,0.059,0.093,0.059,-74.86865741,40.381805555555566,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420541725,420541319,3.798,0.117,0.027,-74.858125,40.380416666666655,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420540917,420541319,0.519,0.608,0.151,-74.8603442,40.38273550724637,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420540280,420540917,0.269,0.375,0.269,-74.8666565,40.38448170731707,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420540075,420540917,0.099,0.443,0.099,-74.86236111,40.38580555555555,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545152,420544729,0.23,0.492,0.23,-74.87991667,40.364726190476176,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544729,420544535,0.945,0.864,0.341,-74.87282051,40.366762820512825,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543554,420544729,0.374,0.609,0.374,-74.88006579,40.37035819,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544535,420543767,1.3130000000000002,0.117,0.02,-74.87097222,40.36930555555555,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420542737,420544535,0.348,0.75,0.348,-74.87617138,40.37274371069181,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543145,420543767,0.565,0.63,0.177,-74.87063272,40.37347222222221,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420542540,420543145,0.145,0.213,0.145,-74.87526515,40.37549242424241,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420541723,420543145,0.243,0.419,0.243,-74.87359234,40.37852477477477,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420545159,420544737,0.125,0.35,0.125,-74.79256579,40.36502192982455,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544363,420544736,0.374,0.796,0.374,-74.80125,40.36777046783626,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544736,420544737,0.6950000000000001,0.542,0.19,-74.79399691,40.36726851851851,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544737,420544961,0.8340000000000001,0.117,0.014,-74.79,40.368333333333325,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420544536,420544961,43.44400000000001,0.186,0.033,-74.78858333,40.36875,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543973,420544736,0.131,0.443,0.131,-74.79800926,40.37037037037038,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543974,420544536,0.158,0.537,0.158,-74.79326389,40.37052083333335,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420541929,420540509,0.544,1.464,0.544,-74.80730422,40.37353916,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543149,420542341,0.19,0.559,0.19,-74.81291667,40.37285919540231,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543151,420543772,42.361,0.304,0.131,-74.79325,40.37345833333333,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420542937,420542544,0.23,0.583,0.23,-74.80058333,40.37315476190477,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420543150,420542343,0.079,0.28,0.079,-74.79652778,40.373750000000015,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420542343,420543151,41.035,0.28,0.099,-74.79369444,40.37691666666667,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
420542740,420543151,1.195,0.468,0.092,-74.78988095,40.376011904761896,178,4,1.6,0.11,0.33,0.1,0.02,2,55,3.7,0
